in:Index,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:W_Skylight_Vertical_Shading_Divided,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF,out:PMV
126,40,37,2.6,4.2,0.4,0.9,2.8,10,0.7,3.9,2,1.9,0.4,0,-80,1.1,0.7,5,0.1,0.2,0.95,0.05,0.05,0.941358,81.344,0.941358,0.941358,77.09642,38.597116,2,-999
127,60,37,2.6,6.2,0.4,1.2,0.5,10,0.6,4.5,2,0.5,1.2,0,-50,0.7,0.1,3,1.2,0.3,1.9,0.4,0,0.953704,82.51,0.953704,0.944444,77.572623,38.010165,6,-999
128,30,29,2,4,1,0,3.9,40,2,5.4,1,0.3,0.5,0,-80,1.1,0.1,5,0.1,1,0.98,0,0,1,81.962,1,0.950617,75.213642,18.695286,0,-999
129,70,37,2.5,7.6,0.5,0.2,0.1,40,1.8,6,0.8,0.2,0,0,-40,0.3,0.5,5,0.9,0.1,1,0.3,0.2,1,82.579,1,0.811728,63.130864,34.043953,8,-999
130,45,40,1.6,7.6,0.8,0.2,0.1,15,1.2,3.4,1,0.7,2.1,0,20,0.4,0.2,9,0.1,0.7,0.85,0.05,0.05,0.975309,81.207,0.975309,0.947531,77.182037,25.976356,3,-999
131,60,32,2.1,7.7,0.9,0.1,0.1,15,1.2,3.4,0.9,1.3,1.5,0,40,0.9,0.1,5,1,0.3,1.02,0.75,0.1,0.990741,81.036,0.990741,0.953704,78.450895,33.47099,6,-999
132,35,32,2.1,4.5,0.9,0.1,3.3,35,1.9,5,0.8,0.1,1.1,0,70,1.3,0.7,5,0.3,0.5,1.02,0,0.05,0.987654,81.241,0.987654,0.92284,75.812377,17.733382,1,-999
133,50,40,2.6,5.2,0.4,1.7,1,30,1.6,5.1,0.9,0.1,1,0,-10,1.9,0.4,6,0.2,0.9,0.84,0.1,0.1,1,82.407,1,0.92284,75.416512,20.104508,4,-999
134,60,44,2.1,7.7,0.9,0.2,0,10,0.8,3.4,2,0.7,2.1,0,-60,0.7,0.3,8,0.3,0.6,0.8,0.05,0.25,0.95679,81.859,0.95679,0.975309,77.862222,29.35148,6,-999
135,30,29,2,4,1,0.7,3.2,30,1.4,5.8,0.9,0.4,0,0,40,1.4,0.1,3,0.02,0.4,1.98,0,0,1,82.407,1,0.91358,75.460525,22.657199,0,-999
136,45,31,1.7,7.1,0.9,0,0.8,25,1.1,6.1,1,0,0.1,0,-70,1.6,0.8,3,1.1,0.8,2.45,0.15,0.95,1,82.785,1,0.888889,74.155154,33.9792,3,-999
137,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.929012,77.268488,25.133673,4,-999
138,30,29,2,4,0.9,0.1,3.8,20,1.5,3.6,0.9,2.1,0.5,0,-80,0.2,0.9,2,1.1,1,3.98,0,0,0.972222,82.476,0.972222,0.904321,74.80821,32.885664,0,-999
139,55,32,2.6,5.7,0.4,1.2,1,15,1.2,3.4,0.8,1.1,1.7,0,-80,0.2,0.4,4,1.1,0.3,1.1,0.25,0.1,0.990741,82.579,0.990741,0.91358,76.307654,38.972902,5,-999
140,30,29,2,4,1,2.8,1.1,10,0.7,3.9,2,0,2.3,0,-80,0.6,0.1,5,0.02,0.5,0.98,0,0,0.645062,80.967,0.645062,0.975309,78.356512,27.329203,0,-999
141,30,29,2,4,1,0,3.9,40,2,5.4,1,0.3,0.5,0,-80,1.1,0.1,5,0.1,1,0.98,0,0,1,81.962,1,0.941358,75.224167,18.695286,0,-999
142,30,29,2,4,1,0.1,3.8,40,1.9,5.7,0.9,0,0.5,0,-70,1.2,0.1,5,0.1,1,0.98,0,0,1,81.996,1,0.91358,73.746574,20.101904,0,-999
143,40,33,2.6,4.2,0.4,0,3.7,40,2,5.4,1,0.8,0,0,-80,0.5,0.1,5,0.2,1,0.85,0.1,0.1,1,81.996,1,0.925926,73.877407,19.3852,2,-999
144,50,34,1.8,7.5,0.9,0.3,0.1,20,0.9,6,0.8,0.1,0.1,0,70,0.7,0,7,0.4,0.1,0.85,0.05,0.05,1,83.128,1,0.839506,71.83608,40.297588,4,-999
145,70,48,2.5,7.6,0.5,0.1,0.2,10,0.8,3.4,2,1.5,1.3,0,-80,0.5,0,7,0.4,0.4,0.87,0.2,0.2,1,82.956,1,0.916667,75.210154,37.242678,8,-999
146,65,63,2.4,7.3,0.6,0.5,0.1,30,1.8,4.5,0.8,1,0.7,0,-50,1.1,0.3,3,0.1,0.9,3.55,0,0.1,1,84.088,1,0.756173,55.110401,33.019898,7,-999
147,55,46,1.9,7.8,0.8,0.1,0,25,1.1,6.1,0.9,0.1,0,0,10,2,0.6,4,0.4,0.6,2.2,0.25,0.1,1,82.819,1,0.901235,71.361327,22.578235,5,-999
148,35,32,2.2,4.3,0.8,1.8,1.8,25,1.1,6.1,0.9,0.1,0,0,-20,1.5,0.1,5,0.2,0.2,0.98,0.1,0,1,81.962,1,0.864198,72.623549,32.660842,1,-999
149,40,37,1.5,7.2,0.8,0.6,0.1,15,1.2,3.4,0.8,2.2,0.6,0,50,0.1,0.5,2,0.5,1,6.7,0.05,0.45,1,82.785,1,0.861111,72.083796,39.070937,2,-999
150,60,49,2.1,7.7,0.9,0.2,0,35,1.6,5.9,0.9,0.2,0.1,0,-40,1.6,0.1,8,0.2,0.7,0.9,0.1,0.1,1,82.956,1,0.910494,65.858457,25.743555,6,-999
151,35,32,2.2,4.3,0.8,3,0.6,40,1.9,5.7,1,0.3,0.2,0,30,0.5,0.7,5,0.1,0.4,0.98,0,0.1,1,82.202,1,0.910494,71.876512,23.080022,1,-999
152,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.932099,77.266019,25.133673,4,-999
153,30,29,2,4,1,0.8,3.1,10,0.8,3.4,2,1.7,1.1,0,70,0.3,0.2,5,0.1,0.5,0.98,0,0,0.67284,80.933,0.67284,0.975309,78.548241,27.67359,0,-999
154,30,29,2,4,1,0.7,3.2,10,0.7,3.9,2,1.6,0.7,0,80,1.9,0.1,5,0.1,0.9,0.98,0,0,0.092593,80.007,0.092593,1,73.453704,8.859502,0,-999
155,30,29,2,4,1,3.3,0.6,10,0.8,3.4,2,1.9,0.9,0,-20,1.1,0,5,0.1,0.9,0.98,0,0,0.438272,80.624,0.438272,1,78.189259,19.524939,0,-999
156,50,34,1.8,7.5,1,0,0.4,10,0.8,3.4,2,1.9,0.9,0,70,1.3,0.8,7,0.4,0.1,0.85,0.05,0,0.259259,80.933,0.259259,1,77.303025,15.04372,4,-999
157,70,48,2.5,7.6,0.5,0,0.3,10,0.8,3.4,2,0.5,2.3,0,70,0.5,0.1,3,1.2,0.5,2.6,0.95,0,1,83.265,1,0.898148,74.538117,39.828971,8,-999
158,70,63,2.6,7.3,0.4,0.6,0,40,2,5.4,1,0,0.8,0,80,0.1,0.1,9,0.1,0.1,0.81,0,0,1,83.299,1,0.75,49.634969,36.096423,8,-999
159,45,40,2.1,5.8,0.9,1.5,0.6,25,1.2,5.6,0.8,0.1,0.5,0,-60,0.7,0.6,7,0.1,0.1,0.87,0,0.1,1,83.539,1,0.808642,66.877037,39.801901,3,-999
160,45,45,1.6,7.6,0.8,0,0.3,15,1.2,3.4,0.9,0.3,2.5,0,-40,0.9,0.1,2,0.02,0.2,7.58,0,0,1,83.265,1,0.833333,69.569846,41.818019,3,-999
161,60,46,2.5,6.5,0.5,0.6,0.8,25,1.1,6.1,1,0.1,0,0,40,1.5,0,6,0.3,0.7,1,0,0.2,1,82.27,1,0.944444,76.484506,21.459671,6,-999
162,40,36,1.6,6.8,0.9,1.1,0,35,1.6,5.9,0.9,0,0.3,0,-70,1.2,0.8,8,0.1,0.6,0.87,0.05,0,1,82.613,1,0.873457,71.267037,25.230801,2,-999
163,30,29,2,4,0.9,0,3.9,10,0.8,3.4,2,2.1,0.7,0,80,0.4,0.4,5,0.2,0.5,0.98,0,0,0.617284,80.933,0.617284,0.969136,77.66821,27.664333,0,-999
164,55,38,1.9,7.8,0.8,0.1,0,20,1.1,4.9,1,0,1.3,0,-10,1.7,0.7,4,0.8,0.3,1.8,0.35,0,1,82.716,1,0.944444,75.26784,29.421441,5,-999
165,50,37,2,6.8,1,0.2,0.9,30,1.4,5.8,0.8,0.1,0.3,0,50,0.1,0.3,7,0.3,0.9,0.83,0.15,0.15,1,82.373,1,0.907407,72.490586,25.833564,4,-999
166,70,63,2.5,7.6,0.5,0.1,0.2,40,1.8,6,0.8,0,0.2,0,10,1.9,0,9,0.1,0.8,0.85,0.05,0,1,81.893,1,0.895062,65.822222,18.81601,8,-999
167,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.932099,77.271327,25.133673,4,-999
168,35,32,2.2,4.3,0.8,1.5,2.1,10,0.8,3.4,2,0.6,2.2,0,-60,0.2,0.8,5,0.1,0.9,0.98,0.05,0.05,0.638889,80.727,0.638889,0.969136,77.984907,21.984265,1,-999
169,35,31,1.6,5.9,1,0.5,1.5,10,0.8,3.4,2,0,2.8,0,-80,0.1,0.2,7,0.1,0.4,0.88,0,0.1,0.824074,81.893,0.824074,0.950617,78.665648,31.166241,1,-999
170,45,33,2.2,5.5,0.8,0.8,1.6,10,0.8,3.4,2,0.9,1.9,0,-40,0.7,0.3,6,0.3,0.3,0.8,0.05,0.05,0.873457,82.03,0.873457,0.966049,78.213364,33.480457,3,-999
171,70,63,2.6,7.3,0.4,0.6,0,35,2,4.7,1,0,1.5,0,80,0.1,0.1,9,0.1,0.1,0.81,0,0,1,83.128,1,0.777778,53.365895,37.324864,8,-999
172,70,64,2.6,7.3,0.4,0.5,0.1,40,2,5.4,1,0.8,0,0,80,0.1,0,8,0.1,0.1,0.94,0.05,0.05,1,84.979,1,0.719136,47.326327,36.022315,8,-999
173,30,30,1.2,6.8,0.8,0,1.1,10,0.6,4.5,2,0,1.7,0,-80,0.1,0,8,0.02,1,0.95,0,0,0.416667,81.001,0.416667,0.978395,77.560247,18.754,0,-999
174,65,63,2.3,7.6,0.7,0.3,0,40,1.8,6,1,0.1,0.1,0,60,1.2,0.5,9,0.02,0.7,0.93,0,0,1,81.687,1,0.932099,72.126204,15.685386,7,-999
175,35,30,2.2,4.3,0.8,1.6,2,30,2,4,0.8,0.6,1.6,0,-60,1,0,4,0.4,0.4,1.23,0.05,0.1,1,82.75,1,0.888889,73.16429,29.697661,1,-999
176,55,52,1.9,7.8,0.8,0,0.1,35,1.6,5.9,1,0.3,0,0,0,0.6,0.5,5,0.1,0.2,1.85,0.1,0,1,82.956,1,0.79321,55.237901,34.353091,5,-999
177,70,48,2.5,7.6,0.5,0.1,0.2,20,1.3,4.2,0.8,0,2,0,70,0.5,0.2,7,0.4,0.8,0.87,0.15,0.25,1,82.853,1,0.901235,72.776451,29.264704,8,-999
178,40,31,1.4,7.7,0.9,0.1,0.1,20,1.4,3.9,0.8,0.6,1.7,0,30,0.1,0.9,3,1.1,0.4,2.95,0.2,0.7,1,82.853,1,0.873457,73.332654,37.41227,2,-999
179,60,44,2.1,7.7,0.8,0,0.2,10,0.6,4.5,2,0.5,1.2,0,-80,0.9,0.3,8,0.3,0.1,0.8,0.05,0.1,1,83.059,1,0.882716,73.696389,41.951895,6,-999
180,45,34,2.6,4.7,0.4,1.5,1.7,15,1.2,3.4,1,1.5,1.3,0,-40,1.4,0.7,5,0.3,1,0.87,0.1,0.2,0.91358,80.898,0.91358,0.987654,79.339722,23.32486,3,-999
181,30,30,1.7,4.8,1,1.8,1.3,30,1.4,5.8,0.9,0.3,0.1,0,0,1.7,0,2,0.9,0.8,4.78,0,0,1,82.579,1,0.91358,73.504815,27.680139,0,-999
182,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.932099,77.225926,25.133673,4,-999
183,70,68,2.5,7.6,0.5,0,0.3,10,0.8,3.4,2,0,2.8,0,-80,0.1,0.1,2,0.3,0.1,7.3,0.1,0.2,1,84.431,1,0.79321,64.769228,44.628979,8,-999
184,70,66,2.5,7.6,0.5,0.1,0.2,10,0.7,3.9,2,1.1,1.2,0,-80,0.1,0,2,0.5,0.1,7.1,0.05,0.4,1,84.362,1,0.814815,65.736543,43.979047,8,-999
185,70,59,2.5,7.6,0.5,0,0.3,10,0.8,3.4,2,0.1,2.7,0,-70,0.1,0,2,1.2,0.1,6.4,0.95,0.25,1,84.088,1,0.839506,68.832901,44.069122,8,-999
186,50,31,2.6,5.2,0.4,2,0.7,10,0.6,4.5,2,0.2,1.5,0,-80,0.9,0.5,5,0.5,0.1,0.8,0.1,0.2,0.882716,81.173,0.882716,0.941358,77.806667,39.64681,4,-999
187,40,31,2.6,4.2,0.4,1,2.7,10,0.6,4.5,2,1.2,0.5,0,-80,0.7,0.3,3,1.2,0.1,1.6,0,0.4,0.904321,82.442,0.904321,0.950617,77.634321,39.623756,2,-999
188,70,59,2.6,7.3,0.4,0.2,0.4,40,1.8,6,1,0,0.2,0,80,0.1,0.1,2,1.2,1,6.1,0.6,0.6,1,84.877,1,0.753086,48.764877,34.941173,8,-999
189,70,48,2.5,7.6,0.5,0.1,0.2,25,1.1,6.1,0.9,0,0.1,0,-20,1,0.4,7,0.4,0.6,0.87,0,0.3,1,82.956,1,0.87963,71.106111,28.804112,8,-999
190,65,48,2.5,7,0.5,0.4,0.5,40,1.8,6,0.8,0,0.2,0,20,1.7,0.5,7,0.3,0.3,0.87,0.1,0.1,1,83.608,1,0.895062,65.490926,21.188531,7,-999
191,35,31,1.6,5.9,0.9,0.2,1.8,30,1.4,5.8,1,0.2,0.2,0,60,0.1,0.9,7,0.1,0.9,0.88,0.05,0.05,1,82.099,1,0.929012,75.803735,22.462033,1,-999
192,45,41,2.2,5.5,0.8,2.4,0,20,1.5,3.6,0.8,0.1,2.5,0,-80,0.5,0.3,6,0.1,0.2,1,0.05,0,1,83.025,1,0.851852,70.243056,38.229598,3,-999
193,35,32,2,4.7,0.9,1.7,1.5,10,0.8,3.4,2,0.8,2.0,0,40,1.8,0.7,5,0.3,0.3,1.07,0,0.05,0.216049,80.316,0.216049,1,76.626358,8.668557,1,-999
194,55,53,1.9,7.8,0.8,0.1,0,15,1.2,3.4,1,1.5,1.3,0,0,1.2,0,2,0.3,0.4,7.5,0.15,0.15,1,83.402,1,0.854938,67.862932,37.301353,5,-999
195,45,34,1.9,6.4,0.9,0,1.5,35,1.6,5.9,0.9,0.3,0,0,50,0.6,0.9,4,0.5,1,1.63,0.25,0.25,1,82.647,1,0.898148,73.075988,22.602973,3,-999
196,55,54,1.9,7.8,0.9,0.1,0,35,1.6,5.9,0.8,0,0.3,0,-60,1.2,0.1,4,0.02,0.7,2.58,0,0,1,83.951,1,0.731481,53.922963,31.9658,5,-999
197,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.929012,77.23284,25.133673,4,-999
198,35,34,1.3,7.3,0.9,0.3,0.3,10,0.6,4.5,2,0.4,1.3,0,-70,1.5,0.9,9,0.02,0.2,0.89,0,0,0.904321,81.104,0.904321,0.919753,76.633086,36.128452,1,-999
199,30,29,1.3,6.2,0.8,1,0.7,10,0.8,3.4,2,0.2,2.6,0,-80,0.4,0.7,7,0.02,0.7,1.01,0,0,0.57716,81.31,0.57716,0.966049,77.344599,24.091893,0,-999
200,30,30,1.2,6.8,0.9,0.6,0.5,10,0.8,3.4,2,1.5,1.3,0,-80,0.4,0.2,8,0.1,0.8,0.95,0,0,0.512346,81.139,0.512346,0.987654,78.131265,21.285954,0,-999
201,55,30,1.9,7.8,1,0,0.1,10,0.8,3.4,2,1.2,1.6,0,30,0.8,0,6,0.7,0.3,0.86,0,0.15,0.817901,81.722,0.817901,1,80.349228,31.686254,5,-999
202,70,56,2.5,7.6,0.5,0,0.3,20,1.4,3.9,1,2.2,0.1,0,60,0.5,0.1,3,0.8,0.5,3,0.55,0,1,83.951,1,0.848765,66.079938,38.713158,8,-999
203,30,30,1.2,6.8,0.8,0.1,1,40,2,5.4,1,0.3,0.5,0,-80,0.1,0,8,0.02,1,0.95,0,0,1,82.167,1,0.916667,74.589815,18.124322,0,-999
204,50,47,1.8,7.5,0.9,0.3,0.1,15,1.2,3.4,0.8,1.2,1.6,0,60,1.4,0.4,5,0.1,0.1,1.77,0.05,0,0.993827,81.173,0.993827,0.953704,75.957315,23.167918,4,-999
205,50,47,2.6,5.2,0.4,1.3,1.4,10,0.8,3.4,2,1.9,0.9,0,-60,0.4,0,2,0.3,0.9,4.9,0.1,0.2,1,82.647,1,0.910494,74.722747,38.126849,4,-999
206,35,32,1.3,7.3,1,0.3,0.3,20,1.5,3.6,0.8,1.4,1.2,0,30,1.1,0.3,8,0.2,0.8,0.94,0,0,0.966049,81.481,0.966049,0.953704,78.621019,21.725959,1,-999
207,70,57,2.5,7.6,0.5,0,0.3,35,1.6,5.9,0.9,0,0.3,0,20,1,0.6,8,0.2,0.5,0.89,0.15,0.05,1,83.505,1,0.876543,64.88892,23.291641,8,-999
208,30,30,1.5,5.4,0.8,1.1,1.4,40,1.8,6,0.9,0.1,0.1,0,-20,0.4,0.1,5,0.5,0.3,1.33,0,0,1,82.476,1,0.842593,68.566975,28.60051,0,-999
209,65,44,2.3,7.6,0.7,0.1,0.2,25,2,3.4,1,1.7,1.1,0,-80,0.8,0.1,7,0.4,0.2,0.87,0.2,0.2,1,83.608,1,0.858025,69.418549,35.738092,7,-999
210,60,54,2.1,7.7,0.9,0.1,0.1,35,1.6,5.9,1,0,0.3,0,-40,1.4,0,9,0.1,0.8,0.86,0,0.1,1,81.996,1,0.944444,68.337191,22.409339,6,-999
211,45,32,2,6.1,0.8,0.6,1.2,15,0.9,4.5,0.8,0,1.7,0,70,0.1,0.7,3,0.9,0.6,2.15,0.25,0.15,0.993827,82.579,0.993827,0.888889,74.456019,37.525847,3,-999
212,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.929012,77.288858,25.133673,4,-999
213,35,30,2,4.7,0.9,1.5,1.7,10,0.8,3.4,2,1.8,1.0,0,-80,0.9,0,3,1.1,0.1,2.05,0.15,0.15,0.916667,82.476,0.916667,0.935185,77.013519,40.473971,1,-999
214,35,30,2.2,4.3,0.8,1.1,2.5,10,0.8,3.4,2,0.6,2.2,0,-80,0.7,0.1,2,1.2,0.3,3.7,0.35,0,0.891975,82.03,0.891975,0.935185,77.068951,38.978662,1,-999
215,65,55,2.6,6.8,0.4,0.2,0.9,10,0.8,3.4,2,1.8,1.0,0,-20,1,0.1,2,1.1,0.1,5.7,0.35,0.75,1,83.471,1,0.882716,71.921512,40.499808,7,-999
216,50,31,2.5,5.4,0.5,2.2,0.3,10,0.7,3.9,2,1.3,1.0,0,-80,1.2,0.7,4,1,0.1,1.1,0.3,0.4,0.876543,82.373,0.876543,0.938272,77.529012,39.856034,4,-999
217,60,48,2.6,6.2,0.4,1.2,0.5,10,0.6,4.5,2,1.2,0.5,0,-80,0.7,0.3,7,0.2,0.1,0.83,0.05,0,1,83.059,1,0.895062,73.993364,42.42144,6,-999
218,30,29,2,4,1,0,3.9,40,2,5.4,0.8,0,0.8,0,-80,0.1,0,5,0.1,0.1,0.98,0,0,1,82.75,1,0.83642,68.157469,31.541602,0,-999
219,35,30,2.2,4.3,0.8,0.2,3.4,20,1.5,3.6,1,1.2,1.4,0,-80,0.9,0.1,2,0.6,0.9,3.7,0.25,0.2,0.990741,82.545,0.990741,0.916667,75.748735,33.349332,1,-999
220,70,59,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2,2.7,0.1,0,40,2,0.2,5,0.3,0.1,1.6,0.2,0,0.962963,81.001,0.962963,0.984568,77.11463,17.4963,8,-999
221,60,32,2.1,7.7,0.9,0.2,0,10,0.8,3.4,2,1.3,1.5,0,-20,0.6,0.6,5,1,1,1.02,0.25,0.2,0.777778,80.418,0.777778,1,79.980617,24.417886,6,-999
222,50,40,2.6,5.2,0.4,1.3,1.4,30,1.4,5.8,0.8,0.2,0.2,0,0,1.2,0.4,6,0.2,0.4,0.84,0,0.05,1,82.647,1,0.901235,71.556883,26.847017,4,-999
223,30,29,2,4,0.8,2.9,1,40,1.8,6,1,0.2,0,0,-50,0.9,0.7,5,0.2,0.6,0.98,0,0,1,82.064,1,0.907407,72.856049,22.695134,0,-999
224,50,45,1.8,7.5,0.9,0.4,0,35,1.8,5.2,0.9,1,0,0,80,0.2,0,9,0.1,0.4,0.84,0,0.05,1,82.167,1,0.820988,66.312099,28.533012,4,-999
225,40,39,1.4,7.7,0.9,0,0.2,25,1.1,6.1,0.9,0,0.1,0,50,1.8,0.5,9,0.02,0.8,0.94,0,0,0.987654,80.864,0.987654,0.910494,77.263364,14.818866,2,-999
226,65,44,2.3,7.6,0.7,0.3,0,20,0.9,6,0.9,0,0.2,0,-30,0.4,0,3,1.2,0.3,2.6,0.55,0.65,1,83.813,1,0.799383,67.824105,41.139264,7,-999
227,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.932099,77.180401,25.133673,4,-999
228,35,35,1.3,7.3,0.8,0,0.6,10,0.7,3.9,2,2.1,0.2,0,80,0.8,1,4,0.02,1,2.41,0,0,0.777778,81.722,0.777778,0.95679,76.888056,26.968907,1,-999
229,30,30,1.2,6.8,0.9,0.2,0.9,10,0.7,3.9,2,0.8,1.5,0,70,1.8,0.7,8,0.1,1,0.95,0,0,0.033951,80.178,0.033951,1,73.056543,5.958026,0,-999
230,70,70,2.5,7.6,0.5,0.1,0.2,10,0.6,4.5,2,0.1,1.6,0,80,2,0,5,0.02,1,1.88,0,0,0.799383,80.521,0.799383,0.984568,78.220031,13.930434,8,-999
231,50,49,1.9,7.1,0.9,0.7,0.1,10,0.8,3.4,2,0.5,2.3,0,10,1,0.8,7,0.02,1,1.16,0,0,0.83642,81.516,0.83642,1,80.081265,15.984932,4,-999
232,70,48,2.5,7.6,0.5,0,0.3,10,0.8,3.4,2,1.9,0.9,0,10,0.2,0.4,7,0.4,1,0.87,0.2,0.2,0.966049,82.476,0.966049,0.972222,78.075586,24.696477,8,-999
233,70,69,2.6,7.3,0.4,0,0.6,40,1.8,6,0.8,0,0.2,0,80,2,0.1,9,0.02,1,0.89,0,0,1,81.516,1,0.904321,73.287531,13.453071,8,-999
234,50,45,1.9,7.1,1,0.1,0.7,40,1.8,6,1,0.2,0,0,-50,0.5,0.8,2,0.7,0.7,6.4,0.35,0.35,1,84.259,1,0.799383,56.277253,32.997477,4,-999
235,50,44,2.5,5.4,0.5,1.3,1.2,25,1.9,3.6,0.9,1.1,1.5,0,-40,0.9,0,3,0.3,0.1,2.4,0,0.15,1,83.402,1,0.867284,69.151358,36.480077,4,-999
236,60,44,2.1,7.7,0.8,0.2,0,10,0.8,3.4,2,1.3,1.5,0,0,1.2,0.8,8,0.3,1,0.8,0.05,0.15,0.716049,81.619,0.716049,1,79.988951,15.211015,6,-999
237,65,64,2.3,7.6,0.7,0.1,0.2,20,1.4,3.9,0.8,2,0.3,0,60,2,0.1,4,0.02,0.5,2.51,0,0,0.996914,82.236,0.996914,0.947531,75.495895,15.144597,7,-999
238,70,38,2.5,7.6,0.5,0.3,0,30,1.4,5.8,1,0.4,0,0,70,1,0.4,6,0.7,0.3,0.82,0.35,0.2,1,83.333,1,0.92284,75.054012,27.469988,8,-999
239,35,32,2.2,4.3,0.8,1.1,2.5,15,1.2,3.4,1,0.3,2.5,0,30,1.6,0.6,5,0.2,0.3,0.97,0.05,0.05,0.867284,80.83,0.867284,0.984568,78.861173,17.566838,1,-999
240,40,36,1.4,7.7,1,0.2,0,35,1.6,5.9,0.9,0.1,0.2,0,-10,0.1,0.1,5,0.2,0.8,1.72,0.2,0,1,82.202,1,0.82716,68.897654,28.175801,2,-999
241,30,30,1.7,4.8,0.9,0.9,2.2,30,1.8,4.5,0.9,1.1,0.6,0,-80,0.7,0.3,5,0.4,0.6,1.18,0,0,1,81.79,1,0.898148,74.403457,25.582321,0,-999
242,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.993827,82.27,0.993827,0.929012,77.203488,25.133673,4,-999
243,60,59,2.1,7.7,0.9,0,0.2,15,0.7,5.8,2,0,0.4,0,-80,1,0.1,9,0.02,1,0.94,0,0,0.996914,81.07,0.996914,0.92284,77.219568,19.456083,6,-999
244,65,64,2.3,7.6,0.7,0.3,0,10,0.8,3.4,2,2.8,0,0,-80,0.7,0,6,0.02,1,1.5,0,0,1,82.579,1,0.87037,72.64679,26.477531,7,-999
245,40,33,2.4,4.5,0.6,0.4,3,10,0.8,3.4,2,2.3,0.5,0,-80,1.4,0.8,5,0.3,0.4,0.93,0,0,0.746914,80.933,0.746914,0.95679,77.972747,30.121408,2,-999
246,50,33,1.9,7.1,0.9,0,0.8,10,0.8,3.4,2,1.4,1.4,0,20,1.3,0.8,4,0.8,0.5,1.57,0.55,0.25,0.737654,81.79,0.737654,1,79.595432,19.122467,4,-999
247,70,52,2.5,7.6,0.5,0,0.3,20,1.5,3.6,1,1,1.6,0,10,1.3,0.1,3,1,0.1,2.8,0.8,0,1,83.608,1,0.919753,70.439691,33.006681,8,-999
248,70,59,2.5,7.6,0.5,0,0.3,10,0.6,4.5,2,0,1.7,0,80,2,0.1,2,1.2,1,6.4,0,0,0.737654,81.413,0.737654,0.962963,77.668056,16.791824,8,-999
249,60,37,2.2,7.4,0.8,0,0.5,20,1.1,4.9,0.8,0.4,0.9,0,0,1.9,0.1,5,0.7,0.3,1.15,0.2,0.4,1,81.379,1,0.91358,73.999198,30.185069,6,-999
250,55,53,2.5,5.9,0.5,1.6,0.4,35,1.8,5.2,0.9,0.7,0.3,0,80,0.8,0,2,0.2,1,5.7,0,0.05,1,84.088,1,0.783951,58.580741,33.29155,5,-999
251,70,45,2.5,7.6,0.5,0.2,0.1,35,1.6,5.9,0.8,0.1,0.2,0,-80,0.7,0.2,4,0.9,0.6,1.63,0.05,0.75,1,84.088,1,0.790123,61.481204,33.49491,8,-999
252,60,43,2.1,7.7,0.8,0.1,0.1,10,0.7,3.9,2,0.3,2.0,0,-20,0.4,0,3,1.1,0.5,2.75,0.1,0,1,82.819,1,0.907407,75.197562,36.944812,6,-999
253,45,37,1.9,6.4,0.8,0.8,0.7,25,1.1,6.1,1,0,0.1,0,40,1.2,0.3,7,0.2,0.8,0.87,0.05,0.15,0.996914,82.647,0.996914,0.944444,77.698426,21.561579,3,-999
